carat,clarity,color,cut,depth,table,x,y,z,class,volume
1.0,3,0,2,59.6,60.0,6.52,6.57,3.9,"(5000, 10000]",167.06196796148308
0.55,2,1,4,61.7,54.0,5.26,5.27,3.25,"[0, 5000]",90.09065359411238
1.6,1,2,3,61.1,58.0,7.57,7.53,4.61,"(5000, 10000]",262.7797018913637
0.31,3,3,4,62.3,56.0,4.34,4.29,2.69,"[0, 5000]",50.08403638089372
0.38,3,3,1,58.8,62.0,4.68,4.71,2.76,"[0, 5000]",60.83812605099104
1.0,5,2,2,60.0,62.0,6.43,6.46,3.87,"(5000, 10000]",160.75127790406043
1.11,1,3,1,59.7,61.0,6.72,6.69,4.0,"(5000, 10000]",179.82719592361445
0.41,2,3,3,61.7,59.0,4.71,4.73,2.91,"[0, 5000]",64.82985569865134
0.38,4,4,4,62.4,53.0,4.67,4.69,2.92,"[0, 5000]",63.954719496124326
1.08,1,4,4,61.0,57.0,6.64,6.6,4.04,"[0, 5000]",177.04895220993052
0.9,2,2,2,63.3,57.0,6.1,6.16,3.88,"[0, 5000]",145.79487840942372
0.33,3,4,3,62.3,58.0,4.41,4.38,2.74,"[0, 5000]",52.92529173580737
0.42,3,1,4,62.4,55.0,4.83,4.79,3.0,"[0, 5000]",69.40709835090638
0.34,4,1,4,62.0,56.0,4.52,4.48,2.79,"[0, 5000]",56.496383229667664
0.38,2,1,4,62.3,53.0,4.65,4.69,2.91,"[0, 5000]",63.46273894768246
1.48,2,4,2,62.5,59.0,7.16,7.23,4.5,"(5000, 10000]",232.9505956501007
0.51,6,1,4,62.0,57.0,5.12,5.14,3.18,"[0, 5000]",83.68742171244809
1.03,1,1,2,61.7,54.9,6.46,6.52,4.01,"(5000, 10000]",168.89800214358905
0.5,3,2,3,61.9,56.0,5.13,5.08,3.16,"[0, 5000]",82.35086683709333
0.51,5,3,1,63.3,58.0,5.04,5.07,3.2,"[0, 5000]",81.76896336811066
2.02,1,2,3,61.0,59.0,8.2,8.13,4.98,"(10000, 15000]",331.99667822250353
1.54,3,3,2,63.0,59.0,7.3,7.36,4.62,"(10000, 15000]",248.2233648398207
0.51,3,3,3,62.6,57.0,5.15,5.1,3.21,"[0, 5000]",84.31065098662374
0.3,3,3,4,63.0,56.0,4.3,4.27,2.7,"[0, 5000]",49.5747028530598
1.0,1,0,2,62.5,58.0,6.35,6.44,4.0,"[0, 5000]",163.5759989967346
0.35,1,2,1,63.8,56.0,4.48,4.45,2.85,"[0, 5000]",56.8175959053517
1.3,1,2,3,61.6,58.0,7.07,6.92,4.33,"(5000, 10000]",211.84265574655143
1.02,1,0,4,61.7,58.0,6.41,6.49,3.98,"(5000, 10000]",165.57157301291093
0.3,4,4,4,61.6,57.0,4.33,4.3,2.66,"[0, 5000]",49.52654292227746
0.7,1,4,4,61.6,54.0,5.71,5.75,3.53,"[0, 5000]",115.89872483494281
0.31,7,1,1,64.2,60.0,4.22,4.28,2.73,"[0, 5000]",49.30816831013095
0.56,3,1,4,61.6,57.0,5.3,5.32,3.27,"[0, 5000]",92.20092575536735
1.06,4,5,4,61.2,57.0,6.59,6.56,4.03,"(5000, 10000]",174.21852358439074
0.44,3,4,3,61.3,58.0,4.88,4.91,3.0,"[0, 5000]",71.88239945182795
0.37,3,1,4,62.0,57.0,4.63,4.6,2.86,"[0, 5000]",60.91227800849911
0.31,6,0,3,61.1,56.0,4.42,4.35,2.68,"[0, 5000]",51.52836104329106
1.51,4,4,3,62.1,58.0,7.32,7.26,4.53,"(10000, 15000]",240.73872038508304
1.03,1,4,3,62.3,59.0,6.46,6.42,4.01,"[0, 5000]",166.30754445088976
1.01,3,1,4,62.5,54.0,6.39,6.42,4.0,"(5000, 10000]",164.0951985214233
0.3,5,3,4,60.9,57.0,4.32,4.35,2.64,"[0, 5000]",49.61088285507201
1.18,0,0,2,61.5,62.0,6.73,6.88,4.19,"[0, 5000]",194.00706242636497
0.9,1,4,4,62.8,55.0,6.18,6.11,3.86,"[0, 5000]",145.75282317523377
1.24,1,4,4,59.5,61.0,6.98,7.03,4.17,"(5000, 10000]",204.61940840964712
0.24,7,3,4,60.8,58.0,4.01,4.05,2.44,"[0, 5000]",39.62682505732557
0.4,6,3,3,61.5,58.0,4.69,4.74,2.9,"[0, 5000]",64.46873979360569
0.41,4,2,4,61.3,55.0,4.79,4.83,2.95,"[0, 5000]",68.2503144815874
1.51,3,0,2,63.2,57.0,7.27,7.25,4.59,"(10000, 15000]",241.92743240780828
0.36,4,2,4,60.1,57.0,4.62,4.67,2.79,"[0, 5000]",60.19536466929243
0.3,4,4,4,62.1,54.0,4.35,4.32,2.69,"[0, 5000]",50.550481975736595
1.09,1,5,3,61.3,55.0,6.66,6.62,4.07,"[0, 5000]",179.44304435511756
0.73,1,3,2,62.2,58.0,5.71,5.77,3.57,"[0, 5000]",117.61971719754885
2.15,1,3,4,62.6,54.0,8.29,8.35,5.21,15000+,360.6440324570847
0.3,2,1,4,62.1,58.0,4.27,4.29,2.66,"[0, 5000]",48.72667892133615
1.13,1,3,3,60.0,61.0,6.78,6.71,4.05,"[0, 5000]",184.2499054263786
0.5,4,1,4,62.7,57.0,5.01,5.03,3.15,"[0, 5000]",79.38095434089696
0.43,4,3,2,58.4,60.0,4.95,4.98,2.9,"[0, 5000]",71.48789987010947
0.55,3,1,4,61.8,57.0,5.34,5.27,3.28,"[0, 5000]",92.30510549835392
1.01,1,2,3,62.7,58.0,6.38,6.32,3.98,"[0, 5000]",160.47997600656902
1.51,2,4,4,62.3,53.7,7.33,7.37,4.58,"(10000, 15000]",247.42120746122757
1.01,1,0,2,62.9,60.0,6.35,6.46,4.03,"[0, 5000]",165.3146370999717
0.33,5,2,3,62.3,60.0,4.43,4.4,2.75,"[0, 5000]",53.60299908471103
0.41,1,1,3,61.9,55.0,4.8,4.77,2.96,"[0, 5000]",67.77216329544069
0.33,3,3,4,61.6,55.0,4.46,4.43,2.74,"[0, 5000]",54.136370553689936
0.31,7,0,3,60.2,59.0,4.39,4.42,2.65,"[0, 5000]",51.420071174201915
1.09,5,3,2,59.8,61.0,6.64,6.7,3.99,"(5000, 10000]",177.50711180177697
0.3,5,5,2,60.1,63.0,4.31,4.28,2.58,"[0, 5000]",47.59274429379646
0.31,6,0,2,61.1,56.0,4.35,4.42,2.68,"[0, 5000]",51.52836104329106
0.56,3,3,4,62.1,56.0,5.31,5.29,3.29,"[0, 5000]",92.415768266161
0.91,2,4,3,62.2,56.0,6.23,6.18,3.86,"[0, 5000]",148.61539628795822
0.28,6,1,4,62.0,56.0,4.19,4.23,2.61,"[0, 5000]",46.25885598102662
0.3,5,3,3,62.8,60.0,4.28,4.25,2.68,"[0, 5000]",48.74920360403067
1.0,3,4,3,60.4,58.0,6.51,6.46,3.92,"[0, 5000]",164.85404197801225
0.73,2,1,4,60.5,57.0,5.85,5.88,3.55,"[0, 5000]",122.11289874572749
0.42,2,3,3,62.7,58.0,4.75,4.79,2.99,"[0, 5000]",68.02997467520237
1.1,5,1,3,60.1,58.0,6.76,6.69,4.04,"(10000, 15000]",182.70658202366636
1.0,1,2,2,61.9,59.0,6.39,6.44,3.97,"[0, 5000]",163.37185121540637
0.42,2,4,4,62.7,56.0,4.76,4.78,2.99,"[0, 5000]",68.03087847428911
0.62,1,0,0,64.6,57.0,5.39,5.33,3.46,"[0, 5000]",99.40129921083069
2.19,1,1,2,62.4,61.0,8.23,8.31,5.16,15000+,352.8990957553702
2.0,2,5,1,63.9,57.0,8.01,7.91,5.09,"(10000, 15000]",322.4978316619033
1.64,2,1,3,59.5,58.0,7.72,7.64,4.57,"(10000, 15000]",269.54225408886685
1.48,3,5,2,63.0,58.0,7.16,7.19,4.52,"(5000, 10000]",232.69140391100308
1.51,4,4,4,62.6,56.0,7.28,7.32,4.57,"(10000, 15000]",243.53349387746493
0.71,2,4,2,62.5,60.0,5.68,5.75,3.57,"[0, 5000]",116.59619429593093
0.7,2,0,3,60.2,60.0,5.82,5.75,3.48,"[0, 5000]",116.45820407323839
0.41,1,3,4,61.0,57.0,4.82,4.79,2.93,"[0, 5000]",67.64725741175845
0.81,2,2,4,61.2,57.0,6.0,6.05,3.69,"[0, 5000]",133.9470062999726
0.23,6,1,2,62.9,59.0,3.9,3.95,2.47,"[0, 5000]",38.0503518305302
0.51,2,0,1,64.0,58.0,5.06,5.03,3.23,"[0, 5000]",82.20931698486517
0.29,4,4,4,62.4,54.0,4.23,4.26,2.65,"[0, 5000]",47.752474499473685
0.3,5,3,1,63.8,57.0,4.26,4.24,2.71,"[0, 5000]",48.949104676620344
1.51,5,2,1,63.7,58.0,7.18,7.24,4.59,"(10000, 15000]",238.6028826843488
1.09,5,3,4,61.2,57.0,6.62,6.66,4.06,"(5000, 10000]",179.002142281624
0.43,5,3,4,60.1,57.0,4.88,4.91,2.94,"[0, 5000]",70.44475283383936
1.17,3,3,4,61.4,56.0,6.77,6.81,4.17,"(5000, 10000]",192.25243036040493
1.0,3,1,1,61.5,62.0,6.37,6.42,3.93,"(5000, 10000]",160.71892375259966
0.52,3,0,4,61.5,56.0,5.19,5.15,3.18,"[0, 5000]",84.99663429538256
0.45,5,3,4,61.2,56.0,4.96,4.91,3.02,"[0, 5000]",73.54786981549834
1.0,2,1,4,61.6,55.0,6.45,6.43,3.97,"(5000, 10000]",164.64978692201143
0.71,1,3,3,59.9,59.0,5.79,5.82,3.48,"[0, 5000]",117.26834732896042
0.31,4,5,2,63.0,58.0,4.29,4.32,2.71,"[0, 5000]",50.22389025609398
0.91,2,1,1,63.1,58.0,6.12,6.17,3.88,"[0, 5000]",146.51035539331048
1.03,4,3,3,62.1,59.0,6.48,6.4,4.0,"(5000, 10000]",165.88800296020509
0.34,2,0,4,60.6,56.0,4.54,4.51,2.74,"[0, 5000]",56.1025985710697
1.01,1,5,2,62.1,56.0,6.41,6.45,3.99,"[0, 5000]",164.96454658915053
0.56,3,1,4,61.5,57.0,5.27,5.3,3.25,"[0, 5000]",90.77575293827056
1.02,1,2,4,61.0,58.0,6.48,6.51,3.96,"[0, 5000]",167.05181597422035
1.07,5,3,2,61.6,57.0,6.55,6.59,4.05,"(5000, 10000]",174.81624237136896
1.2,1,4,3,62.4,57.0,6.83,6.75,4.24,"(5000, 10000]",195.47458726444256
0.67,4,6,1,64.2,55.6,5.54,5.57,3.57,"[0, 5000]",110.16234657655518
0.52,2,2,2,62.6,58.0,5.11,5.14,3.21,"[0, 5000]",84.31193501480287
1.7,3,5,3,61.2,59.0,7.62,7.55,4.64,"(10000, 15000]",266.9438350534628
0.32,2,0,4,59.6,57.0,4.42,4.47,2.65,"[0, 5000]",52.35711033046712
1.51,2,2,3,60.6,61.0,7.41,7.37,4.48,"(10000, 15000]",244.66040820447736
0.52,2,3,2,59.4,60.0,5.23,5.28,3.12,"[0, 5000]",86.1569285775603
0.55,3,5,4,61.6,55.0,5.27,5.29,3.25,"[0, 5000]",90.60447401871681
0.7,5,2,2,60.5,60.0,5.7,5.73,3.46,"[0, 5000]",113.00705784061427
1.22,6,2,3,61.9,58.0,6.85,6.81,4.23,"(10000, 15000]",197.32315148457528
0.23,6,1,2,62.3,58.0,3.88,3.99,2.45,"[0, 5000]",37.92894194757464
0.34,3,2,3,61.2,59.0,4.53,4.49,2.76,"[0, 5000]",56.137571544390546
0.41,4,4,3,58.2,59.0,4.92,4.88,2.85,"[0, 5000]",68.42736037605279
0.32,2,1,2,63.2,56.0,4.38,4.35,2.76,"[0, 5000]",52.58628003939626
0.3,5,1,3,61.3,59.0,4.32,4.3,2.64,"[0, 5000]",49.04064607269312
0.32,3,3,3,61.5,60.0,4.39,4.36,2.69,"[0, 5000]",51.48767710599704
0.31,2,3,3,61.5,59.0,4.38,4.34,2.68,"[0, 5000]",50.94466039122403
0.31,7,1,1,57.7,55.0,4.51,4.6,2.63,"[0, 5000]",54.56198401202203
1.26,2,2,4,60.6,56.0,7.05,6.98,4.25,"(5000, 10000]",209.13825622963907
0.5,4,4,2,62.5,58.0,5.04,5.1,3.17,"[0, 5000]",81.48167982067105
1.17,3,2,3,62.4,56.0,6.76,6.71,4.2,"(5000, 10000]",190.51031888175933
0.76,5,4,4,61.8,57.0,5.84,5.91,3.63,"[0, 5000]",125.28727598863212
1.02,2,2,3,62.5,56.0,6.44,6.35,4.0,"[0, 5000]",163.5759989967346
2.04,0,3,3,62.4,58.0,8.17,8.08,5.07,"(5000, 10000]",334.6889632971725
0.84,3,1,3,62.4,60.0,6.04,5.98,3.75,"[0, 5000]",135.4469995765686
0.56,5,0,2,61.6,59.0,5.27,5.34,3.27,"[0, 5000]",92.0236877597122
1.0,0,4,4,61.3,57.0,6.44,6.41,3.94,"[0, 5000]",162.64477593550484
1.0,3,2,1,64.2,58.0,6.32,6.26,4.04,"(5000, 10000]",159.83533667616277
0.5,1,1,4,62.5,57.0,5.04,5.07,3.16,"[0, 5000]",80.74685231600193
0.41,6,1,4,60.7,57.0,4.8,4.85,2.93,"[0, 5000]",68.21040292329786
0.31,2,0,4,61.8,57.0,4.36,4.32,2.68,"[0, 5000]",50.47834080899063
0.5,2,2,3,62.2,59.0,5.07,5.03,3.14,"[0, 5000]",80.07660272663816
0.31,6,5,4,62.8,55.0,4.36,4.33,2.73,"[0, 5000]",51.53912503023336
0.41,2,3,3,62.7,58.0,4.74,4.7,2.96,"[0, 5000]",65.94287498954779
0.7,2,2,2,61.6,55.0,5.66,5.7,3.5,"[0, 5000]",112.91699317741404
0.52,3,5,4,61.9,58.0,5.14,5.17,3.19,"[0, 5000]",84.77042256956668
1.62,3,4,4,62.4,57.0,7.48,7.53,4.68,"(10000, 15000]",263.598190348068
0.71,2,1,2,60.3,58.0,5.8,5.85,3.51,"[0, 5000]",119.09430165138238
0.32,4,5,2,62.6,58.0,4.38,4.4,2.75,"[0, 5000]",52.99800253343585
0.9,4,4,4,62.0,56.0,6.22,6.19,3.85,"[0, 5000]",148.2319226983929
0.64,5,1,3,62.1,58.0,5.56,5.51,3.44,"[0, 5000]",105.38646904608918
1.23,4,2,3,60.8,58.0,6.94,6.9,4.21,"(5000, 10000]",201.6000662752915
0.3,3,1,3,61.9,59.0,4.33,4.29,2.67,"[0, 5000]",49.597119102298706
0.55,2,0,3,61.0,58.0,5.29,5.27,3.22,"[0, 5000]",89.76812582537937
0.53,3,3,3,62.6,58.0,5.18,5.11,3.22,"[0, 5000]",85.23275615972321
0.33,6,1,2,61.8,54.0,4.47,4.49,2.77,"[0, 5000]",55.59472517374819
0.3,3,2,3,60.7,58.0,4.35,4.32,2.63,"[0, 5000]",49.422963030939094
0.31,3,3,3,61.0,56.0,4.37,4.35,2.66,"[0, 5000]",50.56526919883246
1.07,2,3,2,63.1,59.0,6.49,6.45,4.08,"[0, 5000]",170.7908257325367
0.9,3,3,2,59.6,61.0,6.2,6.25,3.71,"[0, 5000]",143.7624970555305
0.42,1,0,4,61.1,55.0,4.82,4.86,2.96,"[0, 5000]",69.3385972679292
1.5,1,1,2,62.1,59.0,7.26,7.33,4.53,"(5000, 10000]",241.0675902559778
0.32,5,5,3,61.9,59.0,4.38,4.35,2.7,"[0, 5000]",51.44310112481115
0.42,5,3,4,62.7,56.0,4.74,4.77,2.98,"[0, 5000]",67.37720090836714
0.4,3,4,4,61.4,57.0,4.72,4.79,2.92,"[0, 5000]",66.01769426461023
2.01,1,2,1,62.2,57.0,7.91,7.97,4.94,15000+,311.43092740132715
0.37,3,4,2,59.5,61.0,4.64,4.67,2.77,"[0, 5000]",60.02257484016226
0.7,4,0,4,62.5,57.0,5.64,5.68,3.54,"[0, 5000]",113.40460066603103
0.43,4,1,2,61.9,53.0,4.86,4.89,3.02,"[0, 5000]",71.77150755880731
0.57,7,1,3,59.8,60.0,5.43,5.38,3.23,"[0, 5000]",94.35928158134072
0.9,2,0,2,62.5,59.0,6.13,6.19,3.85,"[0, 5000]",146.0870954590415
0.4,4,4,3,62.6,58.0,4.66,4.73,2.94,"[0, 5000]",64.80289140063853
1.01,1,3,4,59.6,57.0,6.59,6.54,3.91,"[0, 5000]",168.5155326181393
0.34,3,3,3,60.3,59.0,4.53,4.49,2.72,"[0, 5000]",55.323984324080335
0.33,5,3,4,62.6,53.0,4.45,4.43,2.78,"[0, 5000]",54.80352496339335
0.66,4,0,4,62.1,56.0,5.54,5.57,3.45,"[0, 5000]",106.45941401932717
0.32,5,3,3,61.6,60.0,4.37,4.4,2.7,"[0, 5000]",51.91560068254468
0.72,3,2,2,63.0,54.0,5.69,5.73,3.6,"[0, 5000]",117.37331846171375
0.3,3,1,2,62.4,56.0,4.25,4.28,2.66,"[0, 5000]",48.38540393314369
0.36,2,2,3,61.1,59.0,4.55,4.59,2.79,"[0, 5000]",58.26775858291628
0.5,3,1,4,60.0,57.0,5.15,5.12,3.08,"[0, 5000]",81.21343767692564
0.97,0,2,4,60.7,56.0,6.43,6.41,3.9,"[0, 5000]",160.74356581288328
0.41,5,5,3,59.9,58.0,4.87,4.81,2.9,"[0, 5000]",67.93162982949251
1.19,1,4,4,62.0,57.0,6.77,6.81,4.21,"[0, 5000]",194.09657658099746
0.86,1,3,1,63.2,53.0,6.06,6.1,3.84,"[0, 5000]",141.94943326761256
1.04,1,0,3,61.0,59.0,6.54,6.51,3.98,"[0, 5000]",169.45009778129196
0.3,5,4,1,63.7,55.0,4.27,4.24,2.71,"[0, 5000]",49.06400582292935
0.67,2,3,4,62.9,54.0,5.63,5.6,3.53,"[0, 5000]",111.29383946492192
0.31,4,3,3,59.9,59.0,4.44,4.41,2.65,"[0, 5000]",51.888060740690165
0.32,5,2,2,62.0,55.0,4.38,4.42,2.73,"[0, 5000]",52.85171066244511
0.29,4,1,2,59.2,58.0,4.36,4.39,2.59,"[0, 5000]",49.573634367540315
1.01,4,0,3,60.0,58.0,6.6,6.54,3.94,"(5000, 10000]",170.06615902050015
1.66,4,4,4,62.0,55.0,7.61,7.67,4.74,15000+,276.66763224651686
1.07,2,0,4,61.8,55.0,6.54,6.59,4.06,"(5000, 10000]",174.98031656481547
0.4,5,0,4,61.3,56.0,4.78,4.75,2.92,"[0, 5000]",66.29860464229591
1.11,2,3,3,60.1,60.0,6.73,6.68,4.03,"(5000, 10000]",181.17429728991104
1.07,1,3,2,63.5,59.0,6.52,6.46,4.12,"[0, 5000]",173.53109969691465
0.52,5,3,4,62.3,55.0,5.12,5.16,3.2,"[0, 5000]",84.54143687011718
0.91,2,2,2,62.3,58.0,6.14,6.19,3.84,"[0, 5000]",145.94533891340447
1.02,2,2,2,60.7,59.0,6.49,6.55,3.96,"(5000, 10000]",168.33762058683376
0.3,2,1,4,62.3,56.0,4.29,4.32,2.68,"[0, 5000]",49.66790676917269
0.31,3,0,3,61.8,57.0,4.41,4.36,2.71,"[0, 5000]",52.10679652620119
0.32,6,1,4,61.6,56.0,4.42,4.41,2.72,"[0, 5000]",53.01878363836475
1.01,3,1,4,61.4,57.0,6.44,6.5,3.97,"(5000, 10000]",166.18420267419816
0.4,1,0,1,63.8,54.0,4.73,4.7,3.01,"[0, 5000]",66.9153073422718
0.57,2,3,4,62.1,55.0,5.32,5.34,3.31,"[0, 5000]",94.0331320955696
0.56,3,2,4,62.0,56.0,5.27,5.31,3.28,"[0, 5000]",91.78653387809088
1.17,3,3,4,62.2,57.0,6.75,6.72,4.19,"(5000, 10000]",190.0583966616153
1.62,1,0,2,61.2,61.0,7.53,7.6,4.63,"(5000, 10000]",264.9656506070805
0.33,3,0,4,61.8,54.0,4.43,4.47,2.75,"[0, 5000]",54.455770333862404
1.15,3,3,2,60.1,60.0,6.75,6.8,4.08,"(5000, 10000]",187.27200175094595
1.45,5,0,2,62.0,56.0,7.25,7.32,4.52,15000+,239.87640461311338
0.72,2,2,4,62.5,57.0,5.65,5.74,3.56,"[0, 5000]",115.45435548933025
0.9,1,5,2,61.3,56.0,6.17,6.23,3.8,"[0, 5000]",146.06858042046068
1.06,1,3,2,63.4,61.0,6.46,6.37,4.07,"[0, 5000]",167.481319043991
0.9,3,2,0,64.4,53.0,6.08,6.04,3.9,"[0, 5000]",143.22048080047603
0.32,2,1,2,63.1,56.0,4.39,4.36,2.76,"[0, 5000]",52.82750382851786
0.37,2,0,2,62.2,58.0,4.58,4.62,2.86,"[0, 5000]",60.516451273143886
0.91,1,0,2,62.0,62.0,6.16,6.25,3.85,"[0, 5000]",148.22499265670785
1.41,2,3,3,59.5,59.0,7.35,7.3,4.36,"(5000, 10000]",233.9358102406502
0.32,3,1,4,61.7,56.0,4.44,4.41,2.73,"[0, 5000]",53.45449121281239
0.9,1,0,3,62.5,59.0,6.18,6.13,3.85,"[0, 5000]",145.85108505875584
0.35,2,4,1,63.3,54.0,4.51,4.53,2.86,"[0, 5000]",58.43066152835743
1.51,1,2,1,62.9,55.0,7.22,7.28,4.56,"(5000, 10000]",239.68089293499736
0.54,5,0,4,61.2,55.0,5.25,5.31,3.23,"[0, 5000]",90.04432456140518
1.02,0,3,3,60.3,58.0,6.55,6.5,3.94,"[0, 5000]",167.74550732088096
0.41,4,6,4,62.2,55.0,4.76,4.79,2.97,"[0, 5000]",67.71719136917496
0.42,6,3,4,61.7,55.0,4.78,4.84,2.97,"[0, 5000]",68.71154984408584
1.06,3,3,2,59.4,59.0,6.68,6.63,3.95,"(5000, 10000]",174.93918063591948
1.39,2,5,3,62.1,57.0,7.22,7.08,4.44,"(5000, 10000]",226.96213788386532
0.31,3,1,4,61.4,54.0,4.38,4.41,2.7,"[0, 5000]",52.152660479192676
0.74,3,0,3,58.0,59.0,6.0,5.93,3.46,"[0, 5000]",123.10679779357906
0.73,2,0,3,61.7,55.0,5.84,5.82,3.6,"[0, 5000]",122.35968356460563
1.5,3,4,1,63.6,58.0,7.27,7.22,4.61,"(10000, 15000]",241.97613334158115
0.93,2,1,4,62.2,55.0,6.24,6.27,3.89,"[0, 5000]",152.19547005887588
0.52,5,0,4,62.4,56.0,5.15,5.17,3.22,"[0, 5000]",85.734113614564
0.35,3,4,3,59.6,62.0,4.62,4.57,2.74,"[0, 5000]",57.850716941373776
1.64,3,5,4,62.5,56.0,7.58,7.52,4.72,"(10000, 15000]",269.04753665017716
1.4,3,3,2,62.2,61.0,7.09,7.13,4.42,"(10000, 15000]",223.4385262518618
0.78,4,0,2,63.2,58.0,5.87,5.81,3.69,"[0, 5000]",125.84634125858685
1.14,2,2,3,60.4,58.0,6.82,6.79,4.11,"(5000, 10000]",190.32506790402803
1.29,3,3,3,61.9,58.0,7.02,6.97,4.33,"(5000, 10000]",211.86429131388297
1.19,3,6,3,62.8,57.0,6.78,6.7,4.23,"[0, 5000]",192.15198134244903
0.42,6,3,4,61.6,55.0,4.81,4.87,2.98,"[0, 5000]",69.80560397599983
0.23,6,0,2,63.3,57.0,3.9,3.93,2.48,"[0, 5000]",38.01096186750415
0.42,3,3,4,62.1,56.0,4.84,4.79,2.99,"[0, 5000]",69.31896585442732
0.31,7,2,4,61.2,57.0,4.35,4.38,2.67,"[0, 5000]",50.87151166751859
0.27,6,1,2,62.6,58.0,4.11,4.16,2.59,"[0, 5000]",44.28278234675594
1.08,3,2,4,61.9,55.0,6.58,6.64,4.09,"(5000, 10000]",178.69700900162107
0.7,3,0,1,63.9,58.0,5.58,5.62,3.58,"[0, 5000]",112.26736178633129
0.3,6,3,4,61.1,57.0,4.32,4.35,2.65,"[0, 5000]",49.79880267920493
0.35,2,1,4,62.3,56.0,4.53,4.56,2.83,"[0, 5000]",58.45874439798537
0.27,5,4,3,60.7,59.0,4.19,4.21,2.55,"[0, 5000]",44.98174518073557
0.38,2,0,3,58.9,61.0,4.79,4.75,2.81,"[0, 5000]",63.9345231889248
1.5,0,3,3,60.3,61.0,7.39,7.34,4.44,"(5000, 10000]",240.8371477592582
0.41,4,2,4,61.9,57.0,4.73,4.77,2.94,"[0, 5000]",66.33257529325675
1.15,3,4,2,60.3,59.0,6.75,6.79,4.08,"(5000, 10000]",186.99659545269014
0.91,2,4,2,62.7,56.0,6.14,6.18,3.86,"[0, 5000]",146.4684607659877
0.7,4,3,4,60.8,56.0,5.73,5.8,3.51,"[0, 5000]",116.6513439074707
0.36,3,2,4,62.0,54.0,4.58,4.61,2.85,"[0, 5000]",60.174328726806586
0.35,2,0,3,61.5,58.0,4.53,4.55,2.79,"[0, 5000]",57.50608928778652
0.31,3,2,3,62.0,60.0,4.34,4.3,2.68,"[0, 5000]",50.014165222721275
0.35,6,4,3,62.1,58.0,4.46,4.52,2.79,"[0, 5000]",56.24416747471237
0.53,1,4,4,61.6,56.0,5.16,5.19,3.19,"[0, 5000]",85.42947594799799
1.07,3,4,3,60.6,60.0,6.66,6.63,4.03,"[0, 5000]",177.94788225884616
0.5,4,4,3,62.7,59.0,5.03,4.98,3.14,"[0, 5000]",78.65512220985235
0.31,2,0,3,61.4,58.0,4.39,4.34,2.68,"[0, 5000]",51.060969514192536
1.02,1,1,3,59.9,58.0,6.6,6.55,3.94,"[0, 5000]",170.3262049723625
0.61,3,0,3,62.3,55.0,5.47,5.42,3.39,"[0, 5000]",100.50468666990076
0.31,3,4,4,62.2,55.0,4.36,4.39,2.72,"[0, 5000]",52.06188855850596
1.2,1,4,3,62.4,61.0,6.81,6.78,4.24,"(5000, 10000]",195.7684258452756
1.2,3,5,2,60.5,60.0,6.86,6.93,4.17,"(5000, 10000]",198.2409685747317
1.03,4,6,2,63.4,58.0,6.36,6.42,4.05,"[0, 5000]",165.36637322462113
0.36,1,1,2,62.6,57.0,4.5,4.54,2.83,"[0, 5000]",57.816897955513014
0.7,2,5,4,61.9,58.0,5.66,5.68,3.51,"[0, 5000]",112.84228124096309
0.29,6,2,2,59.8,61.0,4.31,4.35,2.59,"[0, 5000]",48.558611681552
0.32,3,1,4,61.9,56.0,4.4,4.35,2.71,"[0, 5000]",51.869400717210745
0.31,3,3,3,61.2,59.0,4.36,4.4,2.68,"[0, 5000]",51.41312396942149
1.73,2,4,3,61.8,57.0,7.77,7.64,4.76,"(10000, 15000]",282.5669359553754
0.39,6,6,3,61.8,56.0,4.71,4.64,2.89,"[0, 5000]",63.15921698676866
0.37,3,2,3,60.6,58.0,4.67,4.63,2.82,"[0, 5000]",60.974323059826816
0.34,2,5,3,62.7,58.0,4.43,4.4,2.77,"[0, 5000]",53.99283870627399
1.11,4,4,2,63.2,57.0,6.61,6.53,4.15,"(5000, 10000]",179.12770848990473
0.58,3,3,4,61.2,56.0,5.37,5.41,3.3,"[0, 5000]",95.8706038675834
1.36,1,4,2,61.5,58.0,7.09,7.16,4.38,"(5000, 10000]",222.3480778563079
1.15,5,3,3,58.4,59.0,6.92,6.84,4.02,"(5000, 10000]",190.27786143978884
0.44,5,1,4,61.9,56.0,4.88,4.91,3.03,"[0, 5000]",72.60122276082225
1.34,1,0,3,61.5,58.0,7.04,7.07,4.34,"(5000, 10000]",216.01396366910564
1.52,3,3,2,62.9,60.0,7.28,7.31,4.59,"(10000, 15000]",244.26512524788487
0.74,3,4,2,59.9,57.0,5.87,5.91,3.53,"[0, 5000]",122.4616944581729
0.32,6,3,4,62.3,56.0,4.38,4.41,2.73,"[0, 5000]",52.7321339216537
0.38,4,2,4,62.1,55.0,4.66,4.63,2.89,"[0, 5000]",62.35406376288026
0.52,3,1,3,62.3,57.0,5.17,5.1,3.2,"[0, 5000]",84.37440092463491
1.5,2,2,2,63.4,58.0,7.2,7.16,4.55,"(10000, 15000]",234.56159862022366
1.02,2,6,3,61.2,57.0,6.58,6.43,3.98,"[0, 5000]",168.3914063589821
0.91,3,4,3,59.6,60.0,6.29,6.25,3.74,"[0, 5000]",147.02874948322773
1.01,1,3,3,59.5,55.0,6.59,6.53,3.9,"[0, 5000]",167.82754338215864
0.54,4,2,1,63.7,55.0,5.16,5.11,3.27,"[0, 5000]",86.22205120019525
